smiles,pCMC,T,category
CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCO,4.26,25,nonionic
CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,4.125,25,nonionic
CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,4.061,25,nonionic
CCCCCCCCOCCOCCOCCOCCO,2.149,25,nonionic
CCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,2.523,25,nonionic
CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,3.523,25,nonionic
CCCCCCCCCCCCOCCOCCOCCOCCO,4.194,25,nonionic
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,4.061,25,nonionic
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,4.854,25,nonionic
CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCCOCCOCCO,4.951,25,nonionic
CCCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCCOCCO,5.678,25,nonionic
CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCO,3.889,25,nonionic
CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO,3.517,25,nonionic
CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO,4.125,25,nonionic
CN(C)CCCNC(=O)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,3.495,25,nonionic
CCN(CC)CCCNC(=O)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,3.824,25,nonionic
CCCN(CCC)CCCNC(=O)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2.547,25,nonionic
CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCO,4.15,25,nonionic
CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCO,4.229,25,nonionic
CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCO,4.569,25,nonionic
CCCCCCCCCCCCOCCOCCOCCOCCCOCCCOCCCOCCCOCCCOCCCO,5.148,25,nonionic
CCCCCCCCCCCCOCCOCCOCCOCCOCCCOCCCOCCCOCCCOCCCO,4.796,25,nonionic
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCCOCCCOCCCOCCCO,4.762,25,nonionic
CCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.009,25,nonionic
CCCCOCCOCCOCCOCCOCCOCCO,0.11,25,nonionic
CCCCCCOCCOCCOCCO,1,25,nonionic
CCCCCCOCCOCCOCCOCCOCCOCCO,1.164,25,nonionic
CCCCCCCCOCCO,2.31,25,nonionic
CCCCCCCCOCCOCCOCCO,2.125,25,nonionic
CCCCCCCCOCCOCCOCCOCCOCCOCCO,2.004,25,nonionic
CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.886,25,nonionic
CCCCCCCCCCOCCOCCOCCO,3.222,25,nonionic
CCCCCCCCCCOCCOCCOCCOCCO,3.167,25,nonionic
CCCCCCCCCCOCCOCCOCCOCCOCCOCCO,3.046,25,nonionic
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,3,25,nonionic
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,2.886,25,nonionic
CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,3.523,25,nonionic
CCCCCCCCCCCCOCCOCCO,4.481,25,nonionic
CC(C)COCCOCCOCCOCCOCCOCCO,0.049,25,nonionic
CCC(COCCOCCOCCOCCOCCOCCO)CC,1.016,25,nonionic
CCC(CCC)COCCOCCOCCOCCOCCOCCO,1.67,25,nonionic
CCCCC(COCCOCCOCCOCCOCCOCCO)CCCC,2.547,25,nonionic
CCCCC(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)CCCC,2.526,25,nonionic
CCCCCCCCOCC(O)CO,2.237,25,nonionic
CCCCCCCCC(O)CO,2.638,25,nonionic
CCCCCCCCC(O)CCO,2.638,25,nonionic
CCCCCCCCCCC(O)CO,3.745,25,nonionic
CCCCCCCCCCCCC(O)CCO,4.886,25,nonionic
CCCCCCCCCCCCNC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O,3.222,25,nonionic
CCCCCCCCCCCC(=O)OC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O,3.469,25,nonionic
CCCCCCCCC=CCCCCCCCC(=O)OC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O,5.292,25,nonionic
CCCCCCCCCCCC(=O)N(CCO)CCO,3.585,25,nonionic
CCCCCCCCCC(=O)N(CCOCCOCCOC)CCOCCOCCOC,2.299,25,nonionic
CCCCCCCCCC(=O)N(CCOCCOCCOCCOC)CCOCCOCCOCCOC,2.193,25,nonionic
CCCCCCCCCCCC(=O)N(CCOCCOC)CCOCCOC,3.398,25,nonionic
CCCCCCCCCCCC(=O)N(CCOCCOCCOC)CCOCCOCCOC,3.292,25,nonionic
CCCCCCCCCCCC(=O)N(CCOCCOCCOCCOC)CCOCCOCCOCCOC,3.611,25,nonionic
CCCCCCCCCCCNC(C)C(=O)OCCOCCOCCOCCO,3.413,25,nonionic
CCCCCCCCCCCNCC(=O)OCCOCCOCCOCCO,3.474,25,nonionic
CCCCCCCCCCCN(C)CC(=O)OCCOCCOCCOCCO,3.533,25,nonionic
C(CSCCOCCOCCO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,4.602,25,nonionic
C(CSCCOCCOCCOCCO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,4.553,25,nonionic
C(CSCCOCCOCCOCCOCCOCCO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,4.432,25,nonionic
C(CSCCOCCOCCOCCOCCOCCOCCOCCO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,4.319,25,nonionic
COCCOCCOCCN(CCOCCOCCOC)C(=O)CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,3.26,25,nonionic
COCCOCCOCCN(CCOCCOCCOC)C(=O)CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,4.921,25,nonionic
COCCOCCOCCN(CCOCCOCCOC)C(=O)CC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6.523,25,nonionic
CCCCOCCO,0.009,25,nonionic
CCCCCCOCCOCCOCCOCCO,1.032,25,nonionic
CCCCCCOCCOCCOCCOCCOCCO,1.017,25,nonionic
CCCCCCCCOCCOCCOCCOCCOCCO,1.959,25,nonionic
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,3.015,25,nonionic
CCCCCCCCCCCCOCCO,4.638,25,nonionic
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,5.921,25,nonionic
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,5.699,25,nonionic
CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,3.959,25,nonionic
CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,4.119,25,nonionic
CCCCCCCCCC1=CC=C(C=C1)OCCOCCO,3.377,25,nonionic
CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,3.301,25,nonionic
CCCCCCCCCCCCC(C(C)CCOCCOCCOCCO)=O,3.292,25,nonionic
CCCCCCCCCCCCC(C(C)CCOCCOCCOCCOCCOCCOCCO)=O,3.187,25,nonionic
CCCCCCCCCCCCC(C(C)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)=O,3.125,25,nonionic
OCCOCCSCCOCCSCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.638,25,nonionic
OCCOCCSCCOCCSCCOCCSCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.469,25,nonionic
FC([H])(F)C(F)(F)C(F)(F)C(F)(F)CCCOCCOCCOC,2.097,25,nonionic
FC([H])(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCOCCOCCOC,3.523,25,nonionic
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCOCCOCCOC,2.699,25,nonionic
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCOCCOCCOC,4.097,25,nonionic
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCNC(OCCOCCCC)=O,2.009,25,nonionic
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCNC(OCCOCCOCCCC)=O,2.854,25,nonionic
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCNC(OCCOCCCC)=O,3.824,25,nonionic
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCNC(OCCOCCOCCCC)=O,4.046,25,nonionic
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCNC(OCCOCCCC)=O,4.62,25,nonionic
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCNC(OCCOCCOCCCC)=O,4.959,25,nonionic
CCCCCCCCCCCCCCCCCC(OCC(O)COCC(O)COCC(O)COCC(O)CO[H])=O,4.484,25,nonionic
CCCCCCCCCCCCCCCCCC(OCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)CO[H])=O,4.562,25,nonionic
CCCCCCCCCCCCCCCCCC(OCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)CO[H])=O,4.676,25,nonionic
CCCCCCCCCCCC(OCC(O)COCC(O)COCC(O)COCC(O)CO[H])=O,4.402,25,nonionic
CCCCCCCCCCCC(OCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)CO[H])=O,4.446,25,nonionic
CCCCCCCCCCCC(OCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)CO[H])=O,4.549,25,nonionic
CCCCCCCCCCCCCCCCCC(OCC(COCC(COCC(COCC(CO)O)O)O)O)=O,4.65,25,nonionic
CCCCCCCCCCCCCCCCCC(OCC(COCC(COCC(COCC(COCC(COCC(CO)O)O)O)O)O)O)=O,4.553,25,nonionic
OCC(O)C(O)C(O)COCOCCCC,0.921,25,nonionic
OCC(O)C(O)C(O)COCOCCCCC,1.237,25,nonionic
OCC(O)C(O)C(O)COCOCCCCCC,2,25,nonionic
OCC(O)C(O)C(O)COCOCCCCCCC,1.745,25,nonionic
OCC(O)C(O)C(O)COCOCCCCCCCC,2.357,25,nonionic
OCC(O)C(O)C(O)COCOCCCCCCCCC,2.745,25,nonionic
OCC(O)C(O)C(O)COCCCC,1.237,25,nonionic
OCC(O)C(O)C(O)COCCCCC,1.42,25,nonionic
OCC(O)C(O)C(O)COCCCCCC,2.027,25,nonionic
OCC(O)C(O)C(O)COCCCCCCC,2.036,25,nonionic
OCC(O)C(O)C(O)COCCCCCCCC,2.174,25,nonionic
OCC(O)C(O)C(O)COCCCCCCCCC,2.678,25,nonionic
OCC(O)C(O)C(O)COCCCCCCCCCC,3.092,25,nonionic
OCC(O)C(O)C(O)COCCCCCCCCCCC,3.523,25,nonionic
OCC(C(C(CSCCCC)O)O)O,0.745,25,nonionic
OCC(C(C(CSCCCCC)O)O)O,1.337,25,nonionic
OCC(C(C(CSCCCCCC)O)O)O,1.796,25,nonionic
CCCCCCCCC(OC(C1O)C(O)C(O)C(O)C1O)=O,2.796,25,nonionic
CCCCCCCCCCCCC(OC(C1O)C(O)C(O)C(O)C1O)=O,3.638,25,nonionic
CCCCCCCCCCCCCCCCC(OC(C1O)C(O)C(O)C(O)C1O)=O,3.854,25,nonionic
CCCCCCCCCCCCCCCCCCC(OC(C1O)C(O)C(O)C(O)C1O)=O,3.699,25,nonionic
CCCCCCCCN(CCN(CCCCNC(C(O)C(O)C(O)C(O)CO)=O)CCCCCCCC)CCCCNC(C(O)C(O)C(O)C(O)CO)=O,4.174,25,nonionic
CCCCCCCCCCCCN(CCN(CCCCNC(C(O)C(O)C(O)C(O)CO)=O)CCCCCCCCCCCC)CCCCNC(C(O)C(O)C(O)C(O)CO)=O,5.42,25,nonionic
CCCCCCCCN(CCCCNC(C(C(C(C(C(O)CO)O)O)O)O)=O)CCN(CCCCCCCC)CCCCNC(C(C(C(C(C(O)CO)O)O)O)O)=O,5.284,25,nonionic
CCCCCCCCN(CCN(CCCCNC(C(O)C(O)C(OC1O[C@@H]([C@@H]([C@H]([C@H]1O)O)O)CO)C(O)CO)=O)CCCCCCCC)CCCCNC(C(O)C(O)C(O[C@H]2O[C@H]([C@H]([C@@H]([C@@H]2O)O)O)CO)C(O)CO)=O,3.886,25,nonionic
OCC(C(O[C@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)C(C(C(NCCCCN(CCCCCCCCCCCC)CCN(CCCCCCCCCCCC)CCCCNC(C(C(C(OC2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O)C(CO)O)O)O)=O)=O)O)O)O,5.051,25,nonionic
CCCCO[C@@H]1[C@H](O)C(O)[C@H](O)[C@@H](CO)O1,2.143,25,nonionic
CCCCO[C@@H]1[C@@H](C([C@@H]([C@H](O1)COC(CCC(OC[C@H]2O[C@@H]([C@@H](C([C@@H]2O)O)O)OCCCC)=O)=O)O)O)O,1.883,25,nonionic
CCCCO[C@@H]1[C@H](O)C(O)[C@H](O)[C@@H](COC(CCCC(OC[C@H]2O[C@H](OCCCC)[C@H](O)C(O)[C@@H]2O)=O)=O)O1,2.669,25,nonionic
CCCCO[C@@H]1[C@@H](C([C@@H]([C@H](O1)COC(C(C=C2)=CC=C2C(OC[C@H]3O[C@@H]([C@@H](C([C@@H]3O)O)O)OCCCC)=O)=O)O)O)O,2.509,25,nonionic
CCCCOC1C([C@@H](O)C(O)[C@@H](O)O1)OC(CCC(OC2C(OCCCC)O[C@H](O)C(O)[C@@H]2O)=O)=O,1.801,25,nonionic
CCCCOC1C([C@@H](O)C(O)[C@@H](O)O1)OC(CCCC(OC2C(OCCCC)O[C@H](O)C(O)[C@@H]2O)=O)=O,0.959,25,nonionic
CCCCOC1C(OC(C(C=C2)=CC=C2C(OC3C(O[C@@H](C([C@@H]3O)O)O)OCCCC)=O)=O)[C@H](C([C@H](O1)O)O)O,1.886,25,nonionic
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,4.2218,25,nonionic
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,4.0993,25,nonionic
CCCCCCCCCCCCCCCCOCCOCCO,7.1739,25,nonionic
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,5.1549,25,nonionic
CCCCCCCCCCCCCCCCCCOCCOCCO,6.6021,25,nonionic
CCCCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,5.5229,25,nonionic
CCCCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,5.2441,25,nonionic
CCCCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,5.4089,25,nonionic
CCCCCCCC/C=C/CCCCCCCCOCCOCCO,1.6048,25,nonionic
CCCCCCCC/C=C/CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,3.0269,25,nonionic
CCCCCCCCCCCCCCCCCOCOCCOCCOCCOCCOCCOCCOCCOCCO,3.4283,25,nonionic
OCCOC1C(OCCO)C(C(COCCOC(CCCCCCCCCCC)=O)OCCO)OC1,4.301,25,nonionic
CCCCCCCCCCCCCOCCOCCOCCOCCO,4.1602,25,nonionic
CCCCCCCCCCCCCOCCOCCOCCOCCOCCO,4.1191,25,nonionic
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,4.0931,25,nonionic
FC(C(F)(C(F)(C(F)(C(F)(F)C(F)(CCOCCOCCOCCOCCO)F)F)F)F)(F)F,3.2147,20,nonionic
CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,5.046,25,nonionic
CCCCCCCCCCCC(N(C)CCOCCOCCOCCO)=O,3.292,25,nonionic
CCCCCCCCCCCC(N(C)CCOCCOCCOCCOCCOCCOCCO)=O,3.187,25,nonionic
CCCCCCCCCCCC(N(C)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)=O,3.125,25,nonionic
O[C@H](CCCCCCCC)[C@@H](CO)O,2.2366,25,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCCC,1.699,25,nonionic
O[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCCC,2.2218,25,nonionic
O[C@H]([C@H]([C@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCCC,1.7959,25,nonionic
O[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCCCCC,3.6021,25,nonionic
O[C@H]([C@H]([C@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCCCCC,3.1549,25,nonionic
O[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCCCCCCC,4.301,25,nonionic
O[C@H]([C@H]([C@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCCCCCCC,3.699,25,nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COCCCC,1.2366,25,nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COCCCCC,1.4202,25,nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COCCCCCC,2.0269,25,nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COCCCCCCC,2.0362,25,nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COCCCCCCCC,2.1739,25,nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COCCCCCCCCC,2.6778,25,nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COC(CCCC)=O,0.9208,25,nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COC(CCCCC)=O,1.2366,25,nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COC(CCCCCC)=O,2,25,nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COC(CCCCCCC)=O,1.7447,25,nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COC(CCCCCCCC)=O,2.3565,25,nonionic
O[C@H]([C@H]([C@@H](CO)O)O)COC(CCCCCCCCC)=O,2.7447,25,nonionic
O[C@H]([C@H]([C@@H](CO)O)O)CSCCCC,0.7447,25,nonionic
O[C@H]([C@H]([C@@H](CO)O)O)CSCCCCC,1.3372,25,nonionic
O[C@@H]([C@@H]([C@H](CO)O)O)CSCCCCCC,1.9208,20,nonionic
O[C@@H]([C@@H]([C@H](CO)O)O)CSCCCCCCCC,2.9208,20,nonionic
O[C@@H]([C@@H]([C@H](CO)O)O)CSCCCCCCCCCC,3.3979,20,nonionic
O[C@H]([C@H]([C@@H](CO)O)O)CSCCCCCC,1.7447,20,nonionic
O[C@H]([C@H]([C@@H](CO)O)O)CSCCCCCCCC,2.7447,20,nonionic
O[C@@H]([C@@H]([C@H]1CSCCCCCC)O)C(O1)=O,2.1739,20,nonionic
O[C@@H]([C@@H]([C@H]1CSCCCCCCCC)O)C(O1)=O,3.3188,20,nonionic
O[C@@H]([C@@H]([C@H]1CSCCCCCCCCCC)O)C(O1)=O,4.4815,20,nonionic
O[C@H]([C@H]([C@H]1CSCCCCCC)O)C(O1)=O,2.301,20,nonionic
O[C@H]([C@H]([C@H]1CSCCCCCCCC)O)C(O1)=O,3.2757,20,nonionic
O[C@H]([C@H]([C@H]1CSCCCCCCCCCC)O)C(O1)=O,4.6383,20,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OC(CCCC)CCCCC,1.8239,25,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OC(CCC)CCCCCC,1.9208,25,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OC(CC)CCCCCCC,2.0706,25,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OC(C)CCCCCCCC,2.3468,25,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCC(C)CCCC(C)C,2.3979,25,nonionic
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCC(C)CCCC(C)C)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,2.2757,25,nonionic
O[C@@H]1[C@@H]([C@@H](CO)O[C@@H](OCCC(C)CCCC(C)C)[C@@H]1O)OC2[C@H](O)C(O)[C@H](OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](CO)O2,2.301,25,nonionic
O[C@@H]([C@@H]([C@@H](CO)O1)O)C[C@@H]1OCC(N)CCCCCC,1.6383,25,nonionic
O[C@@H]([C@@H]([C@@H](CO)O1)O)C[C@@H]1OCC(N)CCCCCCC,2.1549,25,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCCCC)C)=O,2.8861,25,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCCCCCC)C)=O,3.8539,20,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCCCCCCCC)C)=O,4.6198,20,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCC/C=C\CCCCCCCC)C)=O,4.4949,20,nonionic
OC([C@H]([C@H]([C@@H](C(N(CCCCCCCCCC)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,2.6383,20,nonionic
OC([C@H]([C@H]([C@@H](C(N(CCCCCCCCCCCC)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,3.6021,20,nonionic
OC([C@H]([C@H]([C@@H](C(N(CCCCCCCCCCCCCC)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,4.4437,20,nonionic
OC([C@H]([C@H]([C@@H](C(N(CCCCCCCCCCCCCCCC)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,5.0315,20,nonionic
OC([C@H]([C@H]([C@@H](C(N(CCCCCCCCCCCCCCCCCC)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,5.4815,20,nonionic
OC([C@H]([C@H]([C@@H](C(N(CCCCCCCC/C=C\CCCCCCCC)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,4.2676,20,nonionic
CONC(CCCCCCCCCCC)=O,3.4437,25,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)CN(C(CCCCCCC)=O)C,1.1612,25,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)CN(C(CCCCCCCC)=O)C,1.6778,25,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)CN(C(CCCCCCCCC)=O)C,2.1739,25,nonionic
O[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@@H](CO)O[C@H]1OCCCCCCCCCC,2.699,25,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCCCCC,2.699,25,nonionic
O[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@@H](CO)O[C@H]1OCCCCCCCCCCCC,3.7696,25,nonionic
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCCCCCCC/C=C\CCCCCCCC)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,4.699,25,nonionic
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCCCCCCC/C=C\CCCCCCCC)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,4.3768,25,nonionic
OC([C@H]([C@H]([C@@H](C(NCCCCCCCCCC)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,2.8861,25,nonionic
CCCCCCCCCCCC(OC[C@H]1O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)O[C@H]2[C@@H]([C@H](C(O[C@@H]2CO)O)O)O)=O,3.4815,25,nonionic
OC([C@H]([C@H]([C@@H](C(N(C(CCCCCCCCC)=O)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,2.4815,25,nonionic
OC([C@H]([C@H]([C@@H](C(N(C(CCCCCCCCCCC)=O)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,3.3468,25,nonionic
OC([C@H]([C@H]([C@@H](C(N(C(CCCCCCCCCCCCC)=O)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,4.1675,25,nonionic
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCCCC,2.1612,25,nonionic
OC[C@]1(O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(CCCCCCCCCCC)=O)O)O)O)[C@H]([C@@H]([C@@H](CO)O1)O)O,3.3372,20,nonionic
O[C@H]1[C@@H]([C@H]([C@H](O[C@@H]1COC(CCCCCCCCCCC)=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)O)O)O,3.0223,20,nonionic
