smiles,temp,pCMC
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCCOCCCOCCCOCCCO,25.0,4.762
CCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,25.0,0.009
CCCCOCCOCCOCCOCCOCCOCCO,25.0,0.11
CCCCCCOCCOCCOCCO,25.0,1.0
CCCCCCOCCOCCOCCOCCOCCOCCO,25.0,1.164
CCCCCCCCOCCO,25.0,2.31
CCCCCCCCOCCOCCOCCO,25.0,2.125
CCCCCCCCOCCOCCOCCOCCOCCOCCO,25.0,2.004
CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,25.0,1.886
CCCCCCCCCCOCCOCCOCCO,25.0,3.222
CCCCCCCCCCOCCOCCOCCOCCO,25.0,3.167
CCCCCCCCCCOCCOCCOCCOCCOCCOCCO,25.0,3.046
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,25.0,3.0
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,25.0,2.886
CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,25.0,3.523
CCCCCCCCCCCCOCCOCCO,25.0,4.481
CC(C)COCCOCCOCCOCCOCCOCCO,25.0,0.049
CCC(COCCOCCOCCOCCOCCOCCO)CC,25.0,1.016
CCC(CCC)COCCOCCOCCOCCOCCOCCO,25.0,1.67
CCCCC(COCCOCCOCCOCCOCCOCCO)CCCC,25.0,2.547
CCCCC(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)CCCC,25.0,2.526
CCCCCCCCOCC(O)CO,25.0,2.237
CCCCCCCCC(O)CO,25.0,2.638
CCCCCCCCC(O)CCO,25.0,2.638
CCCCCCCCCCC(O)CO,25.0,3.745
CCCCCCCCCCCCC(O)CCO,25.0,4.886
CCCCCCCCCCCCNC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O,25.0,3.222
CCCCCCCCCCCC(=O)OC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O,25.0,3.469
CCCCCCCCC=CCCCCCCCC(=O)OC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O,25.0,5.292
CCCCCCCCCCCC(=O)N(CCO)CCO,25.0,3.585
CCCCCCCCCC(=O)N(CCOCCOCCOC)CCOCCOCCOC,25.0,2.299
CCCCCCCCCC(=O)N(CCOCCOCCOCCOC)CCOCCOCCOCCOC,25.0,2.193
CCCCCCCCCCCC(=O)N(CCOCCOC)CCOCCOC,25.0,3.398
CCCCCCCCCCCC(=O)N(CCOCCOCCOC)CCOCCOCCOC,25.0,3.292
CCCCCCCCCCCC(=O)N(CCOCCOCCOCCOC)CCOCCOCCOCCOC,25.0,3.611
CCCCCCCCCCCNC(C)C(=O)OCCOCCOCCOCCO,25.0,3.413
CCCCCCCCCCCNCC(=O)OCCOCCOCCOCCO,25.0,3.474
CCCCCCCCCCCN(C)CC(=O)OCCOCCOCCOCCO,25.0,3.533
C(CSCCOCCOCCO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,25.0,4.602
C(CSCCOCCOCCOCCO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,25.0,4.553
C(CSCCOCCOCCOCCOCCOCCO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,25.0,4.432
C(CSCCOCCOCCOCCOCCOCCOCCOCCO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,25.0,4.319
COCCOCCOCCN(CCOCCOCCOC)C(=O)CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,25.0,3.26
COCCOCCOCCN(CCOCCOCCOC)C(=O)CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,25.0,4.921
COCCOCCOCCN(CCOCCOCCOC)C(=O)CC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,25.0,6.523
CCCCOCCO,25.0,0.009
CCCCCCOCCOCCOCCOCCO,25.0,1.032
CCCCCCOCCOCCOCCOCCOCCO,25.0,1.017
CCCCCCCCOCCOCCOCCOCCOCCO,25.0,1.959
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,25.0,3.015
CCCCCCCCCCCCOCCO,25.0,4.638
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,25.0,5.921
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,25.0,5.699
CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,25.0,3.959
CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,25.0,4.119
CCCCCCCCCC1=CC=C(C=C1)OCCOCCO,25.0,3.377
CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,25.0,3.301
CCCCCCCCCCCCC(C(C)CCOCCOCCOCCO)=O,25.0,3.292
CCCCCCCCCCCCC(C(C)CCOCCOCCOCCOCCOCCOCCO)=O,25.0,3.187
CCCCCCCCCCCCC(C(C)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)=O,25.0,3.125
OCCOCCSCCOCCSCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,25.0,4.638
OCCOCCSCCOCCSCCOCCSCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,25.0,4.469
FC([H])(F)C(F)(F)C(F)(F)C(F)(F)CCCOCCOCCOC,25.0,2.097
FC([H])(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCOCCOCCOC,25.0,3.523
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCOCCOCCOC,25.0,2.699
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCOCCOCCOC,25.0,4.097
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCNC(OCCOCCCC)=O,25.0,2.009
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCNC(OCCOCCOCCCC)=O,25.0,2.854
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCNC(OCCOCCCC)=O,25.0,3.824
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCNC(OCCOCCOCCCC)=O,25.0,4.046
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCNC(OCCOCCCC)=O,25.0,4.62
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCNC(OCCOCCOCCCC)=O,25.0,4.959
CCCCCCCCCCCCCCCCCC(OCC(O)COCC(O)COCC(O)COCC(O)CO[H])=O,25.0,4.484
CCCCCCCCCCCCCCCCCC(OCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)CO[H])=O,25.0,4.562
CCCCCCCCCCCCCCCCCC(OCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)CO[H])=O,25.0,4.676
CCCCCCCCCCCC(OCC(O)COCC(O)COCC(O)COCC(O)CO[H])=O,25.0,4.402
CCCCCCCCCCCC(OCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)CO[H])=O,25.0,4.446
CCCCCCCCCCCC(OCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)COCC(O)CO[H])=O,25.0,4.549
CCCCCCCCCCCCCCCCCC(OCC(COCC(COCC(COCC(CO)O)O)O)O)=O,25.0,4.65
CCCCCCCCCCCCCCCCCC(OCC(COCC(COCC(COCC(COCC(COCC(CO)O)O)O)O)O)O)=O,25.0,4.553
OCC(O)C(O)C(O)COCOCCCC,25.0,0.921
OCC(O)C(O)C(O)COCOCCCCC,25.0,1.237
OCC(O)C(O)C(O)COCOCCCCCC,25.0,2.0
OCC(O)C(O)C(O)COCOCCCCCCC,25.0,1.745
OCC(O)C(O)C(O)COCOCCCCCCCC,25.0,2.357
OCC(O)C(O)C(O)COCOCCCCCCCCC,25.0,2.745
OCC(O)C(O)C(O)COCCCC,25.0,1.237
OCC(O)C(O)C(O)COCCCCC,25.0,1.42
OCC(O)C(O)C(O)COCCCCCC,25.0,2.027
OCC(O)C(O)C(O)COCCCCCCC,25.0,2.036
OCC(O)C(O)C(O)COCCCCCCCC,25.0,2.174
OCC(O)C(O)C(O)COCCCCCCCCC,25.0,2.678
OCC(O)C(O)C(O)COCCCCCCCCCC,25.0,3.092
OCC(O)C(O)C(O)COCCCCCCCCCCC,25.0,3.523
OCC(C(C(CSCCCC)O)O)O,25.0,0.745
OCC(C(C(CSCCCCC)O)O)O,25.0,1.337
OCC(C(C(CSCCCCCC)O)O)O,25.0,1.796
CCCCCCCCC(OC(C1O)C(O)C(O)C(O)C1O)=O,25.0,2.796
CCCCCCCCCCCCC(OC(C1O)C(O)C(O)C(O)C1O)=O,25.0,3.638
CCCCCCCCCCCCCCCCC(OC(C1O)C(O)C(O)C(O)C1O)=O,25.0,3.854
CCCCCCCCCCCCCCCCCCC(OC(C1O)C(O)C(O)C(O)C1O)=O,25.0,3.699
CCCCCCCCN(CCN(CCCCNC(C(O)C(O)C(O)C(O)CO)=O)CCCCCCCC)CCCCNC(C(O)C(O)C(O)C(O)CO)=O,25.0,4.174
CCCCCCCCCCCCN(CCN(CCCCNC(C(O)C(O)C(O)C(O)CO)=O)CCCCCCCCCCCC)CCCCNC(C(O)C(O)C(O)C(O)CO)=O,25.0,5.42
CCCCCCCCN(CCCCNC(C(C(C(C(C(O)CO)O)O)O)O)=O)CCN(CCCCCCCC)CCCCNC(C(C(C(C(C(O)CO)O)O)O)O)=O,25.0,5.284
CCCCCCCCN(CCN(CCCCNC(C(O)C(O)C(OC1O[C@@H]([C@@H]([C@H]([C@H]1O)O)O)CO)C(O)CO)=O)CCCCCCCC)CCCCNC(C(O)C(O)C(O[C@H]2O[C@H]([C@H]([C@@H]([C@@H]2O)O)O)CO)C(O)CO)=O,25.0,3.886
OCC(C(O[C@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)C(C(C(NCCCCN(CCCCCCCCCCCC)CCN(CCCCCCCCCCCC)CCCCNC(C(C(C(OC2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O)C(CO)O)O)O)=O)=O)O)O)O,25.0,5.051
CCCCO[C@@H]1[C@H](O)C(O)[C@H](O)[C@@H](CO)O1,25.0,2.143
CCCCO[C@@H]1[C@@H](C([C@@H]([C@H](O1)COC(CCC(OC[C@H]2O[C@@H]([C@@H](C([C@@H]2O)O)O)OCCCC)=O)=O)O)O)O,25.0,1.883
CCCCO[C@@H]1[C@H](O)C(O)[C@H](O)[C@@H](COC(CCCC(OC[C@H]2O[C@H](OCCCC)[C@H](O)C(O)[C@@H]2O)=O)=O)O1,25.0,2.669
CCCCO[C@@H]1[C@@H](C([C@@H]([C@H](O1)COC(C(C=C2)=CC=C2C(OC[C@H]3O[C@@H]([C@@H](C([C@@H]3O)O)O)OCCCC)=O)=O)O)O)O,25.0,2.509
CCCCOC1C([C@@H](O)C(O)[C@@H](O)O1)OC(CCC(OC2C(OCCCC)O[C@H](O)C(O)[C@@H]2O)=O)=O,25.0,1.801
CCCCOC1C([C@@H](O)C(O)[C@@H](O)O1)OC(CCCC(OC2C(OCCCC)O[C@H](O)C(O)[C@@H]2O)=O)=O,25.0,0.959
CCCCOC1C(OC(C(C=C2)=CC=C2C(OC3C(O[C@@H](C([C@@H]3O)O)O)OCCCC)=O)=O)[C@H](C([C@H](O1)O)O)O,25.0,1.886
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,25.0,4.2218
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,25.0,4.0993
CCCCCCCCCCCCCCCCOCCOCCO,25.0,7.1739
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,25.0,5.1549
CCCCCCCCCCCCCCCCCCOCCOCCO,25.0,6.6021
CCCCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,25.0,5.5229
CCCCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,25.0,5.2441
CCCCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,25.0,5.4089
CCCCCCCC/C=C/CCCCCCCCOCCOCCO,25.0,1.6048
CCCCCCCC/C=C/CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,25.0,3.0269
CCCCCCCCCCCCCCCCCOCOCCOCCOCCOCCOCCOCCOCCOCCO,25.0,3.4283
OCCOC1C(OCCO)C(C(COCCOC(CCCCCCCCCCC)=O)OCCO)OC1,25.0,4.301
CCCCCCCCCCCCCOCCOCCOCCOCCO,25.0,4.1602
CCCCCCCCCCCCCOCCOCCOCCOCCOCCO,25.0,4.1191
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,25.0,4.0931
FC(C(F)(C(F)(C(F)(C(F)(F)C(F)(CCOCCOCCOCCOCCO)F)F)F)F)(F)F,20.0,3.2147
CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,25.0,5.046
CCCCCCCCCCCC(N(C)CCOCCOCCOCCO)=O,25.0,3.292
CCCCCCCCCCCC(N(C)CCOCCOCCOCCOCCOCCOCCO)=O,25.0,3.187
CCCCCCCCCCCC(N(C)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)=O,25.0,3.125
O[C@H](CCCCCCCC)[C@@H](CO)O,25.0,2.2366
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCCC,25.0,1.699
O[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCCC,25.0,2.2218
O[C@H]([C@H]([C@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCCC,25.0,1.7959
O[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCCCCC,25.0,3.6021
O[C@H]([C@H]([C@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCCCCC,25.0,3.1549
O[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCCCCCCC,25.0,4.301
O[C@H]([C@H]([C@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCCCCCCC,25.0,3.699
O[C@H]([C@H]([C@@H](CO)O)O)COCCCC,25.0,1.2366
O[C@H]([C@H]([C@@H](CO)O)O)COCCCCC,25.0,1.4202
O[C@H]([C@H]([C@@H](CO)O)O)COCCCCCC,25.0,2.0269
O[C@H]([C@H]([C@@H](CO)O)O)COCCCCCCC,25.0,2.0362
O[C@H]([C@H]([C@@H](CO)O)O)COCCCCCCCC,25.0,2.1739
O[C@H]([C@H]([C@@H](CO)O)O)COCCCCCCCCC,25.0,2.6778
O[C@H]([C@H]([C@@H](CO)O)O)COC(CCCC)=O,25.0,0.9208
O[C@H]([C@H]([C@@H](CO)O)O)COC(CCCCC)=O,25.0,1.2366
O[C@H]([C@H]([C@@H](CO)O)O)COC(CCCCCC)=O,25.0,2.0
O[C@H]([C@H]([C@@H](CO)O)O)COC(CCCCCCC)=O,25.0,1.7447
O[C@H]([C@H]([C@@H](CO)O)O)COC(CCCCCCCC)=O,25.0,2.3565
O[C@H]([C@H]([C@@H](CO)O)O)COC(CCCCCCCCC)=O,25.0,2.7447
O[C@H]([C@H]([C@@H](CO)O)O)CSCCCC,25.0,0.7447
O[C@H]([C@H]([C@@H](CO)O)O)CSCCCCC,25.0,1.3372
O[C@@H]([C@@H]([C@H](CO)O)O)CSCCCCCC,20.0,1.9208
O[C@@H]([C@@H]([C@H](CO)O)O)CSCCCCCCCC,20.0,2.9208
O[C@@H]([C@@H]([C@H](CO)O)O)CSCCCCCCCCCC,20.0,3.3979
O[C@H]([C@H]([C@@H](CO)O)O)CSCCCCCC,20.0,1.7447
O[C@H]([C@H]([C@@H](CO)O)O)CSCCCCCCCC,20.0,2.7447
O[C@@H]([C@@H]([C@H]1CSCCCCCC)O)C(O1)=O,20.0,2.1739
O[C@@H]([C@@H]([C@H]1CSCCCCCCCC)O)C(O1)=O,20.0,3.3188
O[C@@H]([C@@H]([C@H]1CSCCCCCCCCCC)O)C(O1)=O,20.0,4.4815
O[C@H]([C@H]([C@H]1CSCCCCCC)O)C(O1)=O,20.0,2.301
O[C@H]([C@H]([C@H]1CSCCCCCCCC)O)C(O1)=O,20.0,3.2757
O[C@H]([C@H]([C@H]1CSCCCCCCCCCC)O)C(O1)=O,20.0,4.6383
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OC(CCCC)CCCCC,25.0,1.8239
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OC(CCC)CCCCCC,25.0,1.9208
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OC(CC)CCCCCCC,25.0,2.0706
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OC(C)CCCCCCCC,25.0,2.3468
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCC(C)CCCC(C)C,25.0,2.3979
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCC(C)CCCC(C)C)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,25.0,2.2757
O[C@@H]1[C@@H]([C@@H](CO)O[C@@H](OCCC(C)CCCC(C)C)[C@@H]1O)OC2[C@H](O)C(O)[C@H](OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](CO)O2,25.0,2.301
O[C@@H]([C@@H]([C@@H](CO)O1)O)C[C@@H]1OCC(N)CCCCCC,25.0,1.6383
O[C@@H]([C@@H]([C@@H](CO)O1)O)C[C@@H]1OCC(N)CCCCCCC,25.0,2.1549
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCCCC)C)=O,25.0,2.8861
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCCCCCC)C)=O,20.0,3.8539
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCCCCCCCC)C)=O,20.0,4.6198
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCC/C=C\CCCCCCCC)C)=O,20.0,4.4949
OC([C@H]([C@H]([C@@H](C(N(CCCCCCCCCC)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,20.0,2.6383
OC([C@H]([C@H]([C@@H](C(N(CCCCCCCCCCCC)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,20.0,3.6021
OC([C@H]([C@H]([C@@H](C(N(CCCCCCCCCCCCCC)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,20.0,4.4437
OC([C@H]([C@H]([C@@H](C(N(CCCCCCCCCCCCCCCC)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,20.0,5.0315
OC([C@H]([C@H]([C@@H](C(N(CCCCCCCCCCCCCCCCCC)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,20.0,5.4815
OC([C@H]([C@H]([C@@H](C(N(CCCCCCCC/C=C\CCCCCCCC)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,20.0,4.2676
CONC(CCCCCCCCCCC)=O,25.0,3.4437
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)CN(C(CCCCCCC)=O)C,25.0,1.1612
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)CN(C(CCCCCCCC)=O)C,25.0,1.6778
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)CN(C(CCCCCCCCC)=O)C,25.0,2.1739
O[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@@H](CO)O[C@H]1OCCCCCCCCCC,25.0,2.699
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCCCCC,25.0,2.699
O[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@@H](CO)O[C@H]1OCCCCCCCCCCCC,25.0,3.7696
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCCCCCCC/C=C\CCCCCCCC)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,25.0,4.699
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCCCCCCC/C=C\CCCCCCCC)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,25.0,4.3768
OC([C@H]([C@H]([C@@H](C(NCCCCCCCCCC)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,25.0,2.8861
CCCCCCCCCCCC(OC[C@H]1O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)O[C@H]2[C@@H]([C@H](C(O[C@@H]2CO)O)O)O)=O,25.0,3.4815
OC([C@H]([C@H]([C@@H](C(N(C(CCCCCCCCC)=O)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,25.0,2.4815
OC([C@H]([C@H]([C@@H](C(N(C(CCCCCCCCCCC)=O)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,25.0,3.3468
OC([C@H]([C@H]([C@@H](C(N(C(CCCCCCCCCCCCC)=O)C)=O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)CO,25.0,4.1675
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCCCC,25.0,2.1612
OC[C@]1(O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(CCCCCCCCCCC)=O)O)O)O)[C@H]([C@@H]([C@@H](CO)O1)O)O,20.0,3.3372
O[C@H]1[C@@H]([C@H]([C@H](O[C@@H]1COC(CCCCCCCCCCC)=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)O)O)O,20.0,3.0223
O[C@H]1[C@@H]([C@H]([C@H](O[C@@H]1COC(CCCCCCCCCCC)=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)OC[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@H](O[C@]4([C@H]([C@@H]([C@H](O4)CO)O)O)CO)O3)O)O)O)O)O,20.0,2.6383
O[C@H]1[C@H](NC(CCCCCCC)=O)O[C@H](CO)[C@H](O)[C@@H]1O,25.0,1.3468
O[C@H]1[C@H](NC(CCCCCCC)=O)O[C@H](CO)[C@@H](O)[C@@H]1O,25.0,1.1549
O[C@@H]([C@H]([C@H](CO)O)O)CSCCCCCC,20.0,1.9914
O[C@@H]([C@H]([C@H](CO)O)O)CSCCCCCCCC,20.0,3.4202
CCCCCCCNC(OC[C@H]1O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)OC)=O,25.0,1.71
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCCCCCCC,25.0,3.7212
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCCCCCCCCCCCCCCC)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,25.0,6.2218
CC(C)CCCC(C)CCCC(C)CCCC(CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@H](O)[C@H]1O)=O,20.0,4.5258
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCCCCCCC,20.0,4.3768
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCCCCCCC)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,20.0,1.6345
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCCCCCCCC)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,20.0,2.1871
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCCCCCCCCCCCCC)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,20.0,4.7773
O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCCCCCCCCCCCCCCCC)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,20.0,5.8386
OC[C@@H]1[C@@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@H](O)[C@@H](O)[C@@H](OCCCCCCCCCCCC)O1,20.0,3.9208
O[C@H]([C@H]([C@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCC,25.0,1.4881
O[C@H]([C@H]([C@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCC,25.0,1.757
O[C@H]([C@H]([C@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCCC,25.0,1.7258
O[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCC,25.0,1.5143
O[C@H]([C@H]([C@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCCCC,25.0,2.284
O[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@H]1OCCCCCCCCC,25.0,2.3979
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCCC,25.0,1.1409
O=C[C@@H]([C@H]([C@@H]([C@@H](C(NCCCCCCCC)=O)O)O)O)O,25.0,2.4815
O=C[C@@H]([C@H]([C@H]([C@@H](C(NCCCCCCCC)=O)O)O)O)O,25.0,2.3979
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCCCCC,25.0,0.6445
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1SCCCCCC,25.0,1.0857
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1SCCCCCCC,25.0,1.5654
